oisb_confessions|-1
bhavika.gopi|0
anklebreaker.23|0
aadhya_reddy08|0
rworld.online|1
prabhu_avaneesh|0
charika.gopi|0
vivaan26sharma|0
t_twilight2021736|0
aay3000_slay|0
o7kashvi|0
aarav_frfr|0
mannatj_001|0
cherzyhere|0
b._.lehhhh|0
candycane_missy5|0
inikamukherjee|0
yo_sixxd|-1
aishu_xv|0
godlike777777|1
kyojurogiyusanemi|0
the_lost__idiot|0
suchetsreenath|1
im.hansil|0
sahasra___2009|0
sachib_19|0
acid.207|0
prathunia|0
aryan_nair_32|0
ashazanan|0
amystake_28|0
hansika_jreddy|0
yo_sidx_spam_|0
artifice_2197|0
deshik_xdreu|0
kaavya__05|0
samaira16197|0
d4_0p_g4m3r|0
iam_swagguy|0
trizepticon|0
shrusti_7009|0
busy_scrolling__|0
sxhxsrx_spamm|0
divyatb703|0
aryan.v6_|0
sillent.killer2007|0
aayush_2219|0
shaayan_rai|0
arpitamilan09|0
vasishtanidhi|0
amrita.059|0
frazyismilk|0
kimaya_.007|0
tanvivii.s|0
shgidaxibago|0
rexwy_|0
sreyas1171|0
sarthak.gr|0
viiper_1808|0
whotfis_shoumik|0
sarayu._.11|0
15a_isis|0
hansinireddyt|0
adithyabangolae|0
renee_penepasta|0
malavika_2010|0
ani_episode2|1
fuse_dr|0
shadhvi_12|0
shrriya_j|0
__samyuktha__123|0
bad_axx_arshiamitts|0
_.poorna.pragna._|0
yashvi_funz|1
rovina.xx|1
surnamehello|1
kkrivozub_|1
priya.queen634|1
twilight2021736|0
vv.hollow_stan|0
aniiiii_ok|0
dna_rise|0
riya.i_413|0
_xxebrahimxx_|0
desertpeach29|0
_ruhi.32|0
hiteshh_reddy|0
secrett._.smilee|0
sidketh|0
tanayn.h|1
rajveern__|0
_saanikag_|0
sidd_725|0
itzzmeash._|0
sanjana_r0yy|0
vihaan.v._|0
kimjongunthegreatleadah|0
uncle_samspamm|0
raksh_s28|0
aklingam7|0
_shaurya60_|0
aishuu.spamz|0
prxnav14|0
nishirayaguru|0
noor.rider2|1
incloud9_1408|0
akshu.s_2009|0
manyakaspam|0
oakridge_blr.pumpapp|0
aarav.sub|0
lonely_mayukh|0
phoenixx_smh|0
idraw.zstuff|-1
akshat_vibin|1
sameekshapangotra_sai|0
i_god_itself|1
drxg.__|0
sheepsblossom|0
trisha.singh_18|0
nairaa.a.a._|0
aashi210909|0
sravanilingam_|0
prad0407|0
idk0o0who|0
lonely_spatula|1
444snigdha|0
aarav_smhh|0
aryamanvipul|0
paridaxhrydayesh|0
its_peekaachoo|0
navkozume|0
shaayanisdaddy|0
rishik_reddy19|0
skipper_014|0
anvit2006|1
sidpendyala|0
xgon6576|0
sheth_vivaan10|0
arynnnxd|0
_a4h1nay_|0
mathxew.21|0
khalidz.zzz|0
super_devansh|-1
chiranthan_raj|0
bhabs.exe|0
gaurikurup16|0
m3h33r|0
tezume78|0
aneesh._.t|0
pdotpdot8127|0
the_arjdroid|0
_annya.20_|0
aaagneyy|0
